icao,ident,lat,lon,heading_true_deg,length_ft,width_ft,displaced_threshold_ft,elevation_ft,surface
ENKR,05,69.72248077392578,29.868345260620117,69,6939,148,185,281,ASP
ENKR,23,69.72760772705078,29.906959533691406,249,6939,148,1450,280,ASP
ENLI,14,58.10850143432617,6.606919765472412,131,9809,148,895,15,CON
ENLI,32,58.09090042114258,6.645120143890381,311,9809,148,897,25,CON
ENLK,03,68.14949798583984,13.604999542236328,24,2881,98,,71,ASP
ENLK,21,68.15579986572266,13.61400032043457,204,2881,98,,72,ASP
ENMH,17,71.03350067138672,27.827199935913086,170,2887,98,,30,ASP
ENMH,35,71.02570343017578,27.826200485229492,350,2887,98,,39,ASP
ENML,07,62.742698669433594,7.249300003051758,71,6922,148,,10,ASP
ENML,25,62.74850082397461,7.285940170288086,251,6922,148,,10,ASP
ENMS,16,65.7876968383789,13.211700439453125,160.5,3015,98,197,222,ASP
ENMS,34,65.7802963256836,13.218099594116211,340.5,3015,98,197,237,ASP
ENNA,16,70.0811996459961,24.970600128173828,175.5,9147,148,302,15,ASP
ENNA,34,70.056396484375,24.97640037536621,355.5,9147,148,302,25,ASP
ENNM,07,64.471199,11.5688,72,2749,98,,7,ASP
ENNM,25,64.473198,11.5867,252,2749,98,,7,ASP
ENNO,12,59.56949996948242,9.202059745788574,127,5745,148,2072,61,ASP
ENNO,30,59.5619010925293,9.22173023223877,307,5745,148,,58,ASP
ENOL,15,63.7099,9.59199,154,10755,148,,18,ASP
ENOL,33,63.688,9.61601,334,10755,148,,28,ASP
ENOP,07,62.648799896240234,9.838930130004883,70,3071,60,,1827,ASP
ENOP,25,62.65169906616211,9.856080055236816,250,3071,60,,1833,ASP
ENOV,06,62.177101135253906,6.063119888305664,61,3510,98,,241,ASP
ENOV,24,62.18130111694336,6.078949928283691,241,3510,98,,238,ASP
ENRA,13,66.366501,14.2958,136,2759,98,,226,ASP
ENRA,31,66.361,14.3075,316,2759,98,,220,ASP
ENRM,04,64.834297,11.1375,40,2887,98,,9,ASP
ENRM,22,64.839699,11.1487,220,2887,98,,14,ASP
ENRO,13,62.58470153808594,11.333100318908691,136,5643,131,197,2051,ASP
ENRO,31,62.57360076904297,11.356300354003906,316,5643,131,459,2051,ASP
ENRS,02,67.522461,12.095856,26,3386,98,,6,ASPH
ENRS,20,67.530579,12.107422,206,3386,98,,7,ASPH
ENRY,12,59.38370132446289,10.766200065612793,117,8012,148,,169,ASP
ENRY,30,59.3739013671875,10.80459976196289,297,8012,148,,169,ASP
ENSB,09,78.248802,15.418,105,7608,148,199,63,ASP
ENSB,27,78.243301,15.5163,285,7608,148,395,73,ASP
ENSD,08,61.82979965209961,6.100329875946045,85,3182,98,,181,ASP
ENSD,26,61.830501556396484,6.116330146789551,265,3182,98,,179,ASP
ENSG,06,61.1535,7.12833,59,3150,98,,1619,Asphalt
ENSG,24,61.1577,7.143,239,3150,98,,1634,Asphalt
ENSH,36,68.238998,14.6665,9,3104,98,,27,ASP
ENSH,18,68.246201,14.6707,189,3104,98,,11,ASP
ENSK,08,68.580803,15.0112,86,3031,98,,8,ASP
ENSK,26,68.580704,15.0315,266,3031,98,,11,ASP
ENSN,01,59.17879867553711,9.565239906311035,9,4596,105,189,425,ASP
ENSN,19,59.191200256347656,9.568909645080566,189,4596,105,189,463,ASP
ENSO,14,59.79629898071289,5.334690093994141,144.8,3937,98,,153,ASP
ENSO,32,59.787498474121094,5.347010135650635,324.8,3937,98,,152,ASP
ENSR,14,69.79039764404297,20.954500198364258,154,3015,98,394,11,ASP
ENSR,32,69.7833023071289,20.964399337768555,334,3015,98,394,16,ASP
ENSS,15,70.36000061035156,31.040800094604492,163.3,3707,98,197,42,ASP
ENSS,33,70.35030364990234,31.049400329589844,343.3,3707,98,148,24,ASP
ENST,02,65.952431,12.463959,25,4619,98,262,32,ASP
ENST,20,65.96389,12.476959,205,4619,98,345,56,ASP
ENTC,18,69.693779,18.925903,193,8041,148,1286,13,ASP
ENTC,36,69.672371,18.911621,13,8041,148,,25,ASP
ENTO,17,59.198952,10.258331,179,9216,148,1231,282,ASP
ENTO,35,59.173721,10.258911,359,9216,148,1231,255,ASP
ENVA,09,63.457698822021484,10.889399528503418,90.2,9052,148,830,17,ASP
ENVA,27,63.45759963989258,10.946499824523926,270.2,9052,148,459,56,ASP
ENVD,07,70.065002,29.8337,87,3278,98,,127,ASP
ENVD,25,70.065498,29.8577,267,3278,98,,87,ASP
ENZV,10,58.881802,5.60479,106,8035,148,329,7,ASP
ENZV,28,58.875599,5.64559,286,8035,148,501,27,ASP
ENZV,18,58.89500045776367,5.637290000915527,179.1,9369,197,492,9,ASP
ENZV,36,58.86940002441406,5.638050079345703,359.1,9369,197,492,29,ASP
EPAR,16,49.661800384521484,22.51140022277832,167,3914,115,,,ASP
EPAR,34,49.65140151977539,22.515100479125977,347,3914,115,,,ASP
EPBC,10R,52.2705,20.8979,103,4265,295,,343,CON
EPBC,28L,52.267899,20.9165,283,4265,295,,352,CON
EPBY,08,53.09519958496094,17.959199905395508,82,8202,196,,236,CON
EPBY,26,53.0984001159668,17.996200561523438,262,8202,196,,233,CON
EPCE,07,54.41339874267578,17.744600296020508,76,8214,170,,489,ASP
EPCE,25,54.418701171875,17.781999588012695,256,8214,170,,504,ASP
EPDE,12,51.556866,21.876606,121,8202,197,,391,ASP
EPDE,30,51.545429,21.907444,301,8202,197,,392,ASP
EPGD,11,54.3811,18.452,113,9186,148,,450,ASP
EPGD,29,54.3713,18.491699,293,9186,148,,489,ASP
EPKK,07,50.075401306152344,19.76810073852539,78,8366,196,,792,CON
EPKK,25,50.0802001953125,19.802900314331055,258,8366,196,784,779,CON
EPKM,05L,50.234901428222656,19.028200149536133,49,3640,98,,903,CON
EPKM,23R,50.24140167236328,19.04010009765625,229,3640,98,,894,CON
EPKN,11,50.533199310302734,18.06999969482422,112,3937,197,,658,CON
EPKN,29,50.52519989013672,18.099899291992188,292,3937,197,,675,CON
EPKS,12,52.33700180053711,16.950199127197266,117.9,8202,196,,272,CON
EPKS,30,52.326499938964844,16.98270034790039,297.9,8202,196,,274,CON
EPKT,08,50.476101,19.059601,90,10499,148,,970,CON
EPKT,26,50.476002,19.104601,270,10499,148,1045,994,CON
EPLB,07,51.23759841918945,22.69580078125,72,8268,148,,632,ASPHALT
EPLB,25,51.242698669433594,22.73110008239746,252,8268,148,,626,ASPHALT
EPLK,10,51.555019,19.161867,108,9843,197,,617,CON
EPLK,28,51.546963,19.203138,288,9843,197,,633,CON
EPLL,07,51.716222,19.372194,71,8202,148,968,592,ASPH-CONC
EPLL,25,51.723669,19.406319,251,8202,148,1020,607,ASPH-CONC
EPLU,13L,51.425899505615234,16.19070053100586,130,3281,98,,512,ASP
EPLU,31R,51.420101165771484,16.20159912109375,310,3281,98,,512,ASP
EPMB,07,54.024433,19.116899,79,8202,164,,16,CON
EPMB,25,54.028679,19.15435,259,8202,164,,16,CON
EPMI,12,53.401413,16.067398,125,8202,148,,492,CON
EPMI,30,53.388657,16.098127,305,8202,148,,492,CON
EPML,08R,50.3223,21.444099,90,8176,148,617,543,CON
EPML,26L,50.322201,21.479099,270,8176,148,,544,CON
EPML,17,50.326698303222656,21.453100204467773,180,2156,82,,540,CON
EPML,35,50.32080078125,21.452999114990234,360,2156,82,,545,CON
EPMM,09,52.195499420166016,21.63759994506836,90.3,8245,140,,561,CON
EPMM,27,52.19540023803711,21.674299240112305,270.3,8245,140,,604,CON
EPMO,08,52.449501037597656,20.63360023498535,82,8202,147,,338,ASP
EPMO,26,52.452701568603516,20.670000076293945,262,8202,147,,341,ASP
EPMY,15,52.945,15.0266667,153,3018,75,688,229,grass
EPMY,33,52.9375,15.033055,333,3018,75,374,230,grass
EPOK,08,54.58720016479492,18.521400451660156,87,1890,100,,,ASP
EPOK,26,54.587501525878906,18.53030014038086,267,1890,100,,,ASP
EPOK,13,54.587799072265625,18.503799438476562,136,8190,195,,141,CON
EPOK,31,54.57160186767578,18.53059959411621,316,8190,195,,141,CON
EPPI,03,53.16059875488281,16.700300216674805,35.2,7876,195,,,PEM
EPPI,21,53.178199768066406,16.72100067138672,215.2,7876,195,,,PEM
EPPO,10,52.4249,16.806101,108,8215,164,,309,ASP
EPPO,28,52.418201,16.841,288,8215,164,,289,ASP
EPPW,10L,52.38600158691406,17.828500747680664,107,8940,98,,367,CON
EPPW,28R,52.37860107421875,17.86669921875,287,8940,98,,384,CON
EPPW,10R,52.3838005065918,17.82740020751953,107,11565,197,,363,CON
EPPW,28L,52.3744010925293,17.876800537109375,287,11565,197,,381,CON
EPRA,07,51.386509,21.197723,75,8202,148,,622,ASP
EPRA,25,51.392307,21.232445,255,8202,148,,602,ASP
EPRJ,26L,50.104198,22.053301,269,2953,98,,643,ASPH
EPRU,08,50.88359832763672,19.189199447631836,82.9,6562,197,,,CON
EPRU,26,50.885799407958984,19.217300415039062,262.9,6562,197,,,CON
EPRZ,09,50.110198974609375,22.00149917602539,91,10498,147,,688,CON
EPRZ,27,50.10960006713867,22.046300888061523,271,10498,147,,679,CON
EPRZ,09ES,50.104400634765625,22.042600631713867,81,6840,328,,,GRS Emergency Strip
EPRZ,27ES,50.10559844970703,22.054000854492188,261,6840,328,,,GRS Emergency Strip
EPSC,13,53.592098236083984,14.887900352478027,131,8202,197,,118,ASP
EPSC,31,53.57740020751953,14.916500091552734,311,8202,197,,154,ASP
EPSD,09,53.391026,14.624511,94,3280,164,,3,Grass
EPSD,27L,53.390387,14.640249,274,3280,164,,3,Grass
EPSN,11,53.794700622558594,15.808600425720215,111.1,8200,190,,384,CON
EPSN,29,53.786598205566406,15.843899726867676,291.1,8200,190,,381,CON
EPSY,01,53.47119903564453,20.931699752807617,19,8202,147,,438,CON
EPSY,19,53.48830032348633,20.941299438476562,199,8202,147,,462,CON
EPTM,11,51.588402,20.0844,116,6560,197,,,ASP
EPTM,29,51.5807,20.1105,296,6560,197,,,ASP
EPTO,10,53.03049850463867,18.537799835205078,104,4163,187,,164,CON
EPTO,28,53.027801513671875,18.554800033569336,284,4163,187,,164,CON
EPTO,10L,53.030799865722656,18.54439926147461,105,2791,328,,,GRS
EPTO,28R,53.028900146484375,18.556699752807617,285,2791,328,,,GRS
EPWA,11,52.171501,20.946699,115,9186,164,,362,ASPH
EPWA,29,52.160999,20.9839,295,9186,164,1640,347,ASPH
EPWA,15,52.1786,20.9559,152,12106,196,,353,ASPH
EPWA,33,52.149399,20.9814,332,12106,196,2170,355,ASPH
EPWR,11,51.108799,16.865801,116,8212,147,,405,CONC-ASPH
EPWR,29,51.098999,16.898001,296,8212,147,,401,CONC-ASPH
EPZG,06,52.13370132446289,15.781999588012695,65,8202,197,,194,CON
EPZG,24,52.1432991027832,15.815099716186523,245,8202,197,,187,CON
ESCF,01,58.38669967651367,15.515999794006348,18.3,7265,115,,250,ASP
ESCF,19,58.405601501464844,15.527899742126465,198.3,7265,115,,295,ASP
ESCF,08,58.4015998840332,15.515600204467773,83.2,6135,121,,308,ASP
ESCF,26,58.40359878540039,15.54740047454834,263.2,6135,121,,277,ASP
ESCM,03,59.89310073852539,17.58329963684082,33.2,6250,131,,60,ASP
ESCM,21,59.90739822387695,17.601900100708008,213.2,6250,131,,68,ASP
ESCM,08,59.894798278808594,17.56999969482422,75,6594,131,,41,ASP
ESCM,26,59.89950180053711,17.60460090637207,255,6594,131,154,61,ASP
ESDF,01,56.256900787353516,15.262499809265137,8.7,7648,148,,181,ASP
ESDF,19,56.2775993347168,15.268199920654297,188.7,7648,148,,188,ASP
ESFR,18,58.50699996948242,13.05459976196289,184.6,6517,110,,240,ASP
ESFR,36,58.489200592041016,13.051899909973145,4.6,6517,110,,245,ASP
ESGG,03,57.64950180053711,12.2677001953125,26,10823,148,,478,ASP
ESGG,21,57.67610168457031,12.291899681091309,206,10823,148,,506,ASP
ESGJ,01,57.748199462890625,14.062999725341797,18.1,7228,148,,733,ASP
ESGJ,19,57.766998291015625,14.07450008392334,198.1,7228,148,,739,ASP
ESGJ,11,57.75360107421875,14.068900108337402,114,1969,82,,727,GRE
ESGJ,29,57.751399993896484,14.078100204467773,294,1969,82,,738,GRE
ESGK,04,58.164798736572266,13.581899642944336,32.3,4318,98,,781,ASP
ESGK,22,58.174800872802734,13.593799591064453,212.4,4318,98,,773,ASP
ESGL,06,58.461299896240234,13.159299850463867,62.2,6529,148,,200,ASP
ESGL,24,58.46969985961914,13.189499855041504,242.2,6529,148,,190,ASP
ESGP,01,57.765899658203125,11.868800163269043,5,3560,148,180,57,ASP
ESGP,19,57.78409957885742,11.871800422668457,185,3560,148,188,48,ASP
ESGR,01,58.44889831542969,13.968600273132324,15.7,5696,98,,324,ASP
ESGR,19,58.46390151977539,13.976699829101562,195.7,5696,98,,295,ASP
ESGT,15,58.32419967651367,12.336600303649902,146,5610,98,,135,ASP
ESGT,33,58.311500549316406,12.352899551391602,326,5610,98,689,134,ASP
ESIA,06,58.50920104980469,14.489700317382812,62.8,7472,131,,307,ASP
ESIA,24,58.51850128173828,14.524499893188477,242.8,7472,131,,308,ASP
ESIB,01,58.4182014465332,12.709699630737305,5,7428,131,,169,ASP
ESIB,19,58.43840026855469,12.712800025939941,185,7428,131,,175,ASP
ESIB,11,58.433101654052734,12.694700241088867,112,6342,131,,165,ASP
ESIB,29,58.42660140991211,12.7253999710083,292,6342,131,,181,ASP
ESKA,05,60.127434,18.091719,51,5972,82,170,,ASP
ESKA,23,60.132315,18.103836,231,5972,82,420,,ASP
ESKC,03,59.91772,17.53295,30,2067,131,,62,GRASS
ESKC,21,59.92262,17.53862,210,2067,131,,62,GRASS
ESKC,08,59.92296,17.53066,75,1542,197,,62,GRASS
ESKC,26,59.92412,17.53932,255,1542,197,,62,GRASS
ESKC,14,59.92322,17.53035,144,1427,115,,62,GRASS
ESKC,32,59.92004,17.53489,324,1427,115,,62,GRASS
ESKK,03,59.3396,14.491,22,4919,98,197,397,ASP
ESKK,21,59.3521,14.5008,202,4919,98,,394,ASP
ESKM,16,60.965599060058594,14.505999565124512,161.2,5951,148,,631,ASP
ESKM,34,60.950199127197266,14.516799926757812,341.2,5951,148,,617,ASP
ESKN,08,58.78670120239258,16.880399703979492,83.1,9442,148,419,113,ASP
ESKN,26,58.789798736572266,16.929800033569336,263.1,9442,148,,127,ASP
ESKN,16,58.80139923095703,16.90410041809082,161.8,6690,131,,133,ASP
ESKN,34,58.784000396728516,16.91510009765625,341.8,6690,131,,131,ASP
ESKV,01,59.67070007324219,12.638699531555176,4,3773,98,,215,ASP
ESKV,19,59.680999755859375,12.64009952545166,184,3773,98,736,223,ASP
ESMG,01,56.9453010559082,13.918800354003906,16.9,3780,98,,531,ASP
ESMG,19,56.9552001953125,13.924300193786621,196.9,3780,98,,538,ASP
ESMK,01,55.911800384521484,14.08329963684082,7,7267,148,,76,ASP
ESMK,19,55.93159866333008,14.087699890136719,187,7267,148,,73,ASP
ESML,12L,55.947601318359375,12.863699913024902,118,3445,295,,,GRS
ESML,30R,55.943199157714844,12.878600120544434,298,3445,295,,,GRS
ESML,12R,55.946998596191406,12.861100196838379,118,3871,98,344,,ASP
ESML,30L,55.941898345947266,12.877699851989746,298,3871,98,197,,ASP
ESMO,01,57.342098,16.496599,6,4921,98,,76,ASP
ESMO,19,57.355598,16.4988,186,4921,98,,96,ASP
ESMP,04,57.260398864746094,13.595100402832031,32.3,3281,98,,499,ASP
ESMP,22,57.26789855957031,13.603799819946289,212.3,3281,98,,507,ASP
ESMQ,05,56.680599212646484,16.277599334716797,48,2179,131,,9,ASP
ESMQ,23,56.684600830078125,16.28569984436035,228,2179,131,,11,ASP
ESMQ,16,56.696800231933594,16.27669906616211,152.2,6726,148,,17,ASP
ESMQ,34,56.68050003051758,16.292299270629883,332.3,6726,148,,15,ASP
ESMS,11,55.523102,13.3598,105,2615,59,,232,ASP
ESMS,29,55.521301,13.372,285,2615,59,,228,ASP
ESMS,17,55.548099517822266,13.373800277709961,173.4,9186,148,,209,ASP
ESMS,35,55.523101806640625,13.378899574279785,353.4,9186,148,,236,ASP
ESMT,01,56.680999755859375,12.81820011138916,6,7419,131,,64,ASP
ESMT,19,56.70119857788086,12.822199821472168,186,7419,131,,83,ASP
ESMV,04,57.285499572753906,14.12559986114502,43.1,6726,131,,556,ASP
ESMV,22,57.29890060424805,14.148799896240234,223.1,6726,131,,555,ASP
ESMX,01,56.919898986816406,14.724100112915039,13.1,6900,148,,610,ASP
ESMX,19,56.93830108642578,14.731900215148926,193.1,6900,148,,563,ASP
ESNA,14,63.741798400878906,15.451800346374512,140,3281,131,656,,ASP
ESNA,32,63.734901428222656,15.464799880981445,320,3281,131,,,ASP
ESNC,06,62.40660095214844,13.738900184631348,59,3281,115,656,,ASP
ESNC,24,62.41120147705078,13.755599975585938,239,3281,115,,,ASP
ESND,09,62.047298431396484,14.404800415039062,87,5579,98,,1172,ASP
ESND,27,62.048099517822266,14.437299728393555,267,5579,98,,1176,ASP
ESNG,12,67.13600158691406,20.797199249267578,117.9,5623,148,,1027,ASP
ESNG,30,67.12879943847656,20.83209991455078,298,5623,148,,970,ASP
ESNJ,14,66.50350189208984,20.13409996032715,144.2,6562,82,,891,ASP
ESNJ,32,66.48899841308594,20.16029930114746,324.2,6562,82,,901,ASP
ESNK,17,63.057498931884766,17.765899658203125,171.5,6565,148,,34,ASP
ESNK,35,63.03969955444336,17.771799087524414,351.5,6565,148,,23,ASP
ESNL,14,64.55670166015625,18.701499938964844,142.9,6564,98,493,704,ASP
ESNL,32,64.54239654541016,18.726600646972656,322.9,6564,98,,688,ASP
ESNM,15,63.12770080566406,14.80519962310791,143,2460,131,,,GRS
ESNM,33,63.12229919433594,14.814000129699707,323,2460,131,,,GRS
ESNM,18,63.13309860229492,14.802800178527832,180,3282,59,,,ASP
ESNM,36,63.12409973144531,14.802800178527832,360,3282,59,,,ASP
ESNM,18R,63.13019943237305,14.806500434875488,176.4,2884,98,,,GRS
ESNM,36L,63.12229919433594,14.807600021362305,356.4,2884,98,,,GRS
ESNN,16,62.536598205566406,17.437299728393555,160,6857,148,492,16,ASP
ESNN,34,62.51890182495117,17.451099395751953,340,6857,148,459,12,ASP
ESNO,12,63.41400146484375,18.971099853515625,122,6607,148,,353,ASP
ESNO,30,63.40449905395508,19.005399703979492,302,6607,148,,331,ASP
ESNP,16,65.40260314941406,21.25779914855957,163.5,3281,82,,,ASP
ESNP,34,65.39399719238281,21.263900756835938,343.5,3281,82,,,ASP
ESNQ,03,67.81269836425781,20.32029914855957,33.7,8209,148,,1508,ASP
ESNQ,21,67.831298828125,20.353200912475586,213.7,8209,148,,1432,ASP
ESNR,03,61.18600082397461,14.70829963684082,27,3281,98,,,ASP
ESNR,21,61.194000244140625,14.71679973602295,207,3281,98,,,ASP
ESNR,15,61.19459915161133,14.71660041809082,153,2953,131,,,GRS
ESNR,33,61.187400817871094,14.724200248718262,333,2953,131,,,GRS
ESNS,10,64.62740325927734,21.05579948425293,106,8268,148,,157,ASP
ESNS,28,64.62210083007812,21.097999572753906,286,8268,148,,125,ASP
ESNU,14,63.798500061035156,20.26930046081543,138,7551,148,,24,ASP
ESNU,32,63.78310012817383,20.30030059814453,318,7551,148,196,17,ASP
ESNV,10,64.58059692382812,16.818300247192383,103.2,4928,98,,1138,ASP
ESNV,28,64.57749938964844,16.848800659179688,283.2,4928,98,793,1138,ASP
ESNX,12,65.59860229492188,19.256200790405273,128.2,8201,148,,1241,ASP
ESNX,30,65.58470153808594,19.298799514770508,308.2,8201,148,,1240,ASP
ESNY,12,61.268699645996094,17.080900192260742,129.6,8281,131,,87,ASP
ESNY,30,61.25429916381836,17.11720085144043,309.6,8281,131,228,60,ASP
ESNZ,12,63.198799,14.4794,115,8202,148,,1194,ASP
ESNZ,30,63.1894,14.5246,295,8202,148,,1233,ASP
ESOE,01,59.21099853515625,15.03279972076416,12,10728,148,,161,ASP
ESOE,19,59.2338981628418,15.041999816894531,192,10728,148,,188,ASP
ESOH,18,60.026798248291016,13.578100204467773,176.7,4951,98,,474,ASP
ESOH,36,60.013301849365234,13.579700469970703,356.7,4951,98,,469,ASP
ESOK,03,59.43450164794922,13.327799797058105,25.6,8255,148,,332,ASP
ESOK,21,59.454898834228516,13.347000122070312,205.6,8255,148,,352,ASP
ESOK,03L,59.45029830932617,13.337499618530273,26.2,1840,170,,,GRE
ESOK,21R,59.45479965209961,13.341899871826172,206.2,1840,170,,,GRE
ESOW,01,59.57848358154297,16.629249572753906,8.2,8468,164,1312,5,ASP
ESOW,19,59.601173400878906,16.63847541809082,188.2,8468,164,,21,ASP
ESPA,14,65.55480194091797,22.097400665283203,137.3,10990,148,,65,ASP
ESPA,32,65.53269958496094,22.1466007232666,317.3,10990,148,,21,ASP
ESPE,11,65.87979888916016,20.12809944152832,116.6,7316,115,,597,ASP
ESPE,29,65.87079620361328,20.17169952392578,296.6,7316,115,,591,ASP
ESQO,15,59.394100189208984,15.91450023651123,147.1,6562,131,,33,ASP
ESQO,33,59.37900161743164,15.933600425720215,327.1,6562,131,,33,ASP
ESSA,01L,59.637298583984375,17.91320037841797,10,10830,148,,98,ASP
ESSA,19R,59.66640090942383,17.923799514770508,190,10830,148,,118,ASP
ESSA,01R,59.626399993896484,17.950700759887695,10.4,8201,148,,137,ASP
ESSA,19L,59.64849853515625,17.95870018005371,190.4,8201,148,,98,ASP
ESSA,08,59.65840148925781,17.936100006103516,75.9,8202,148,,108,ASP
ESSA,26,59.66389846801758,17.97920036315918,255.9,8202,148,,124,ASP
ESSB,12,59.358699798583984,17.92959976196289,125,5472,148,,46,ASP
ESSB,30,59.350101470947266,17.953699111938477,305,5472,148,,42,ASP
ESSD,14,60.429100036621094,15.499899864196777,133,7579,148,,503,ASP
ESSD,32,60.41510009765625,15.530799865722656,313,7579,148,,493,ASP
ESSF,12,57.529598236083984,15.809399604797363,116,6383,131,,366,CON
ESSF,30,57.52190017700195,15.838500022888184,296,6383,131,,358,CON
ESSL,11,58.409901,15.6634,112,7004,148,,142,ASP
ESSL,29,58.402699,15.6971,292,7004,148,,172,ASP
ESSP,09,58.58610153198242,16.231700897216797,90.8,7228,148,,13,ASP
ESSP,27,58.58580017089844,16.26959991455078,270.8,7228,148,,32,ASP
ESSP,11,58.5901985168457,16.236000061035156,115,1948,115,,7,GRS
ESSP,29,58.58789825439453,16.24519920349121,295,1948,115,,8,GRS
ESST,16,60.16400146484375,12.986000061035156,157.7,5219,95,367,349,ASP
ESST,34,60.15079879760742,12.996899604797363,337.7,5219,95,,393,ASP
ESSU,18,59.359501,16.7078,178,6187,115,,129,ASP
ESSU,36,59.342602,16.709,358,6187,115,,130,ASP
ESSV,03,57.65439987182617,18.340200424194336,21,6562,148,,140,ASP
ESSV,21,57.671199798583984,18.35219955444336,201,6562,148,,136,ASP
ESSV,10,57.6510009765625,18.329700469970703,101,3611,131,,142,GRS
ESSV,28,57.64899826049805,18.347700119018555,281,3611,131,,164,GRS
ESTA,14,56.29779815673828,12.844200134277344,136.4,6381,131,,60,ASP
ESTA,32,56.28519821166992,12.865900039672852,316.5,6381,131,,52,ASP
ESTL,11L,56.0885009765625,13.192399978637695,113,6596,131,,126,ASP
ESTL,29R,56.08150100708008,13.222100257873535,293,6596,131,,139,ASP
ESTL,11R,56.08729934692383,13.177900314331055,113,7449,131,738,122,ASP
ESTL,29L,56.07929992675781,13.211400032043457,293,7449,131,,136,ASP
ESUB,18,61.516498,16.371671,173,2296,98,,380,grass
ESUB,36,61.510234,16.373356,353,2296,98,,374,grass
ESUD,15,64.96990203857422,17.685100555419922,151,7490,131,,894,ASP
ESUD,33,64.95189666748047,17.70829963684082,331,7490,131,,904,ASP
ESUG,17,65.30774,17.97493,179,3084,98,164,974,grass
ESUG,35,65.30056,17.97546,359,3084,98,296,974,grass
ESUK,05,67.760498046875,20.252300262451172,54,3017,131,,,ASP
ESUK,23,67.76529693603516,20.270000457763672,234,3017,131,,,ASP
ESUK,11,67.7677001953125,20.249300003051758,107,3014,131,,,ASP
ESUK,29,67.76519775390625,20.270000457763672,287,3014,131,,,ASP
ESUK,17,67.77040100097656,20.248600006103516,171,3949,131,,,ASP
ESUK,35,67.75969696044922,20.25309944152832,351,3949,131,,,ASP
ESUP,11,67.24952697753906,23.051240921020508,118,7552,148,,540,ASP
ESUP,29,67.23977661132812,23.098180770874023,298,7552,148,,540,ASP
ESUR,14,63.49338,16.478967,147,2427,98,,597,Grass
ESUR,32,63.487787,16.487187,327,2427,98,,577,Grass
ESUT,15,65.81199645996094,15.075200080871582,152.5,5254,98,197,1503,ASP
ESUT,33,65.79930114746094,15.091300010681152,332.5,5254,98,482,1502,ASP
ESUV,04,65.643441,21.055141,54,2395,98,295,249,grass
ESUV,22,65.64735,21.067735,234,2395,98,262,259,grass
ESUY,11,61.387311,15.828937,107,2296,131,525,512,grass
ESUY,29,61.385785,15.839085,287,2296,131,,515,grass
ETAD,05,49.966800689697266,6.683559894561768,44.7,10007,148,,1128,ASP
ETAD,23,49.98630142211914,6.7134599685668945,224.7,10007,148,,1197,ASP
ETAR,08,49.43259811401367,7.578829765319824,82.8,10498,148,,761,ASP
ETAR,26,49.4364013671875,7.62253999710083,262.8,10498,148,,776,ASP
ETAR,09,49.4361,7.58092,87,9278,148,,769,ASP
ETAR,27,49.437698,7.6197,267,9278,148,,782,ASP
ETHB,08,52.2765998840332,9.069089889526367,77.6,6010,148,535,225,ASP
ETHB,26,52.28020095825195,9.095330238342285,257.6,6010,148,,213,ASP
ETHC,08,52.589900970458984,10.00879955291748,81,6007,148,,127,ASP
ETHC,26,52.592498779296875,10.035499572753906,261,6007,148,,129,ASP
ETHE,08,52.290798,7.38333,84,1673,98,,128,ASP
ETHE,26,52.291302,7.39067,264,1673,98,,125,ASP
ETHF,11,51.116798,9.27942,119,3413,98,,566,ASP
ETHF,29,51.112202,9.2925,299,3413,98,,558,ASP
ETHL,03,48.221129,9.904103,34,1968,164,,,GRS
ETHL,21,48.22562,9.908629,214,1968,164,,,GRS
ETHL,09,48.220485,9.899143,93,5400,98,,1761,ASP
ETHL,27,48.21974,9.921271,273,5400,98,,1765,ASP
ETHN,07,49.39070129394531,9.951499938964844,75,3320,98,,1536,ASP
ETHN,25,49.393001556396484,9.96483039855957,255,3320,98,,1535,ASP
ETHS,06,52.91230010986328,10.191399574279785,64.3,1312,148,,,GRS
ETHS,24,52.91400146484375,10.197199821472168,244.3,1312,148,,,GRS
ETHS,09,52.919498443603516,10.16569995880127,91,8005,95,6365,233,ASP
ETHS,27,52.9192008972168,10.20199966430664,271,8005,95,,245,ASP
ETHS,09L,52.9197998046875,10.178600311279297,88.3,3281,164,,,GRS
ETHS,27R,52.920101165771484,10.19379997253418,268.3,3281,164,,,GRS
ETIC,14,49.702301025390625,11.935999870300293,143,3300,73,,1350,ASP
ETIC,32,49.695098876953125,11.944299697875977,323,3300,73,,1363,ASP
ETIH,09,49.218101501464844,11.831700325012207,90,2187,72,,,ASP
ETIH,27,49.218101501464844,11.84060001373291,270,2187,72,,,ASP
ETMN,08,53.76539993286133,8.640390396118164,78,8002,148,,69,CON
ETMN,26,53.769901275634766,8.676609992980957,258,8002,148,,39,CON
ETND,08,52.584999084472656,8.331870079040527,85,4209,148,,127,ASP
ETND,26,52.58599853515625,8.350159645080566,265,4209,148,,124,ASP
ETNG,09,50.96099853515625,6.020040035247803,91,10009,147,491,262,CON
ETNG,27,50.96070098876953,6.063459873199463,271,10009,147,491,289,CON
ETNH,08,54.31019973754883,9.519740104675293,79.4,8005,98,,26,CON
ETNH,26,54.31420135498047,9.55659008026123,259.4,8005,98,,38,CON
ETNL,09,53.919612884521484,12.260268211364746,98,8202,148,,138,CON
ETNL,27,53.916500091552734,12.298299789428711,278,8202,148,,110,CON
