icao,ident,lat,lon,heading_true_deg,length_ft,width_ft,displaced_threshold_ft,elevation_ft,surface
KLMO,29,40.160702,-105.156998,303,4799,75,,5031,CONC-G
KLMS,17,33.15230179,-89.063797,170,4669,75,,548,ASP
KLMS,35,33.14009857,-89.061203,350,4669,75,,562,ASP
KLMT,07,42.15629959106445,-121.74299621582031,90,5260,100,307,4092,ASP
KLMT,25,42.15620040893555,-121.7229995727539,270,5260,100,514,4089,ASP
KLMT,14,42.1692009,-121.7399979,158,10302,150,,4091,PEM
KLMT,32,42.14300156,-121.7259979,338,10302,150,,4095,PEM
KLNA,04,26.590099,-80.089302,32,3256,75,,13,ASP
KLNA,22,26.5977,-80.084,212,3256,75,,14,ASP
KLNA,10,26.5912,-80.091003,92,3489,75,,12,ASP
KLNA,28,26.5909,-80.080299,272,3489,75,,13,ASP
KLNA,16,26.598301,-80.085403,152,3421,100,,14,ASP
KLNA,34,26.59,-80.080498,332,3421,100,,13,ASP
KLNC,13,32.58449936,-96.72419739,140.3,6500,100,,501,ASP
KLNC,31,32.57389832,-96.71389771,320.3,6500,100,,480,ASP
KLND,04,42.8102,-108.736,42,5000,75,,5586,ASP
KLND,22,42.820301,-108.723999,222,5000,75,,,ASP
KLNK,14,40.8672981262207,-96.76969909667969,145,8649,150,363,1199,PEM
KLNK,32,40.847900390625,-96.75180053710938,325,8649,150,470,1179,PEM
KLNK,17,40.861301,-96.750801,180,5801,100,,1219,PEM
KLNK,35,40.8465,-96.750801,360,5801,100,,1176,PEM
KLNK,18,40.862998962402344,-96.76170349121094,180,12901,200,,1195,PEM
KLNK,36,40.827598571777344,-96.76190185546875,360,12901,200,,1175,PEM
KLNL,05,46.15129852,-89.2161026,46,2577,130,,1697,GRS
KLNL,23,46.15620041,-89.20870209,226,2577,130,,1703,GRS
KLNL,14,46.15869903564453,-89.21640014648438,143,4000,75,200,1704,ASP
KLNL,32,46.149898529052734,-89.20690155029297,323,4000,75,,1704,ASP
KLNN,05,41.68040084838867,-81.39739990234375,44.6,5028,100,428,624,ASP
KLNN,23,41.69029998779297,-81.3844985961914,224.6,5028,100,,620,ASP
KLNN,10,41.682498931884766,-81.39610290527344,90.5,4272,100,400,624,ASP
KLNN,28,41.68239974975586,-81.38050079345703,270.5,4272,100,1124,626,ASP
KLNP,06,36.98350143,-82.53749847,56.2,5131,100,,2670,ASP
KLNP,24,36.99160004,-82.52249908,236.2,5131,100,,2684,ASP
KLNR,09,43.21260070800781,-90.18720245361328,90,5000,75,,716,ASP
KLNR,27,43.21269989013672,-90.16840362548828,270,5000,75,,718,ASP
KLNR,18,43.212601,-90.185501,180,1850,60,138,,ASP
KLNR,36,43.2075,-90.185402,360,1850,60,,,ASP
KLNS,08,40.11989975,-76.30410004,68,6933,150,200,397,ASP
KLNS,26,40.1271019,-76.28109741,248,6933,150,,376,ASP
KLNS,13,40.123199462890625,-76.30380249023438,119.3,4102,100,,394,ASP
KLNS,31,40.117698669433594,-76.29100036621094,299.3,4102,100,,400,ASP
KLOL,02,40.061901,-118.572998,30,5529,75,,3900,ASP
KLOL,20,40.075001,-118.563004,210,5529,75,,3904,ASP
KLOL,08,40.064301,-118.570999,90,4931,75,,3900,ASP
KLOL,26,40.064201,-118.554001,270,4931,75,120,3902,ASP
KLOM,06,40.134498596191406,-75.27040100097656,53,3700,75,170,301,ASP
KLOM,24,40.14059829711914,-75.25980377197266,233,3700,75,,280,ASP
KLOT,02,41.5992012,-88.10089874,13.7,6500,100,,680,CON
KLOT,20,41.6128006,-88.09649658,193.7,6500,100,,663,CON
KLOT,09,41.6086998,-88.10449982,90,5500,75,,673,ASP
KLOT,27,41.6086998,-88.08360291,270,5500,75,,666,ASP
KLOU,06,38.22539902,-85.66940308,60,4358,75,847,545,ASP
KLOU,24,38.23149872,-85.65640259,240,4358,75,,534,ASP
KLOU,15,38.23139954,-85.66850281,143,3580,75,206,538,ASPH-G
KLOU,33,38.2234993,-85.66110229,323,3580,75,,518,ASPH-G
KLOZ,06,37.08209991,-84.08519745,52,5750,150,,1211,ASP
KLOZ,24,37.09170151,-84.06960297,232,5750,150,,1184,ASP
KLPC,07,34.66569900512695,-120.4749984741211,91,4600,100,,78,ASP
KLPC,25,34.66550064086914,-120.45999908447266,271,4600,100,395,88,ASP
KLPR,07,41.341400146484375,-82.18589782714844,65,5002,100,,793,ASP
KLPR,25,41.347198486328125,-82.16940307617188,245,5002,100,,787,ASP
KLQK,05,34.80500030517578,-82.70870208740234,43.8,5002,100,,963,ASP
KLQK,23,34.81489944458008,-82.69709777832031,223.8,5002,100,,1013,ASP
KLQR,04,38.20410156,-99.09020233,45.1,2860,170,,2009,GRS
KLQR,22,38.21030045,-99.08239746,225.1,2860,170,,2008,GRS
KLQR,12,38.21020126,-99.09069824,135.3,2830,180,,2006,GRS
KLQR,30,38.20420074,-99.08309937,315.3,2830,180,,2006,GRS
KLQR,17,38.216400146484375,-99.08509826660156,179.9,4201,75,,2010,CON
KLQR,35,38.204898834228516,-99.08509826660156,359.9,4201,75,,2012,CON
KLRD,14,27.5495,-99.466698,147,5927,150,,505,CON
KLRD,32,27.5357,-99.456802,327,5927,150,,467,CON
KLRD,18L,27.5564,-99.459297,183,8236,150,,499,CON
KLRD,36R,27.533701,-99.460503,3,8236,150,,475,CON
KLRD,18R,27.554001,-99.462502,183,8743,150,,504,ASP
KLRD,36L,27.532499,-99.4636,3,8743,150,,484,ASP
KLRF,07,34.91139984,-92.16549683,71,12001,150,,286,CON
KLRF,25,34.92210007,-92.12760162,251,12001,150,,290,CON
KLRG,17,45.36539840698242,-68.5376968383789,147,2804,75,,196,ASP
KLRG,35,45.3588981628418,-68.53179931640625,327,2804,75,,206,ASP
KLRJ,18,42.783401,-96.192703,188,5056,75,,1193,CON
KLRJ,36,42.772701,-96.194702,8,5056,75,290,1196,CON
KLRO,17,32.903099060058594,-79.7842025756836,167.3,3700,75,,12,ASP
KLRO,35,32.89289855957031,-79.78150177001953,347.3,3700,75,,12,ASP
KLRU,04,32.284599,-106.931999,55,7501,105,,4436,ASP
KLRU,22,32.296501,-106.912003,235,7501,105,,4452,ASP
KLRU,08,32.28499984741211,-106.93199920654297,90,6069,100,,4437,ASP
KLRU,26,32.28499984741211,-106.91300201416016,270,6069,100,,4436,ASP
KLRU,12,32.29919815,-106.9300003,135,7506,100,,4456,ASP
KLRU,30,32.2845993,-106.913002,315,7506,100,,4436,ASP
KLRY,17,38.615699768066406,-94.34390258789062,177,4000,75,,915,ASP
KLRY,35,38.604698181152344,-94.34320068359375,357,4000,75,,875,ASP
KLSB,01,32.3307991,-108.6930008,21.1,3251,60,,4289,GRE
KLSB,19,32.33909988,-108.6900024,201.1,3251,60,,,GRE
KLSB,12,32.33720016,-108.6969986,130.2,5224,75,,4278,ASP
KLSB,30,32.32830048,-108.6849976,310.2,5224,75,,4277,ASP
KLSE,04,43.86999893,-91.25980377,36,5199,150,,647,ASP
KLSE,22,43.88169861,-91.24790192,216,5199,150,,653,ASP
KLSE,13,43.88479995727539,-91.26490020751953,134,6050,150,,653,ASP
KLSE,31,43.873199462890625,-91.24849700927734,314,6050,150,750,651,ASP
KLSE,18,43.89319992,-91.2589035,179,8742,150,,652,CON
KLSE,36,43.86980057,-91.25859833,359,8742,150,,648,CON
KLSF,15,32.3429985,-84.99649811,144.7,10002,150,,226,ASP
KLSF,33,32.3205986,-84.97779846,324.7,10002,150,,226,ASP
KLSK,10,42.75680160522461,-104.41300201416016,115.5,5058,75,,4964,ASP
KLSK,28,42.75080108642578,-104.39600372314453,295.5,5058,75,,4952,ASP
KLSN,14,37.0666008,-120.8720016,153.4,3801,75,,117,ASP
KLSN,32,37.05920029,-120.8669968,333.4,3801,75,,119,ASP
KLSV,03L,36.22669983,-115.0469971,41,10120,200,,1834,CON
KLSV,21R,36.24760056,-115.0240021,221,10120,200,,1870,CON
KLSV,03R,36.22489929,-115.0439987,41,10051,150,,1826,CON
KLSV,21L,36.24560165,-115.0220032,221,10051,150,,1866,CON
KLTS,18L,34.682499,-99.259598,180,9001,150,,1382,ASP
KLTS,36R,34.657799,-99.259499,360,9001,150,,1354,ASP
KLTS,18R,34.682499,-99.273804,180,13440,150,,1379,CON
KLTS,36L,34.6455,-99.273804,360,13440,150,,1346,CON
KLTY,07,48.520301818847656,-110.99400329589844,85,4607,75,,,ASP
KLTY,25,48.521400451660156,-110.9749984741211,265,4607,75,,,ASP
KLTY,16,48.520599365234375,-110.98699951171875,180,1710,60,,,GRS
KLTY,34,48.515899658203125,-110.98699951171875,360,1710,60,,,GRS
KLUD,17,33.25999832,-97.58139801,172.4,4200,60,,1041,ASP
KLUD,35,33.2492981,-97.57969666,352.4,4200,60,,1035,ASP
KLUF,03L,33.52299881,-112.3990021,42.6,10000,150,,1077,ASP
KLUF,21R,33.54320145,-112.3759995,222.6,10000,150,,1084,ASP
KLUF,03R,33.52679825,-112.3899994,42.6,9912,150,,1071,CON
KLUF,21L,33.5469017,-112.3679962,222.6,9912,150,,1084,CON
KLUG,02,35.50030136,-86.8065033,17.9,5001,100,,717,ASP
KLUG,20,35.51350021,-86.80130005,197.9,5001,100,,709,ASP
KLUK,03L,39.09960174560547,-84.42420196533203,23,3802,100,,483,ASP
KLUK,21R,39.10919952392578,-84.41899871826172,203,3802,100,,479,ASP
KLUK,03R,39.09270095825195,-84.41950225830078,21,6101,150,,481,ASP
KLUK,21L,39.1083984375,-84.41179656982422,201,6101,150,,475,ASP
KLUK,07,39.1026001,-84.42790222,62,5127,100,439,482,ASP
KLUK,25,39.10919952,-84.41200256,242,5127,100,,475,ASP
KLUL,13,31.67840004,-89.17900085,135,5513,150,,238,ASP
KLUL,31,31.66769981,-89.16649628,315,5513,150,,234,ASP
KLUM,09,44.89080048,-91.87709808,91,5074,75,,892,ASP
KLUM,27,44.89070129,-91.85749817,271,5074,75,,893,ASP
KLUM,18,44.89970016479492,-91.87000274658203,183.1,3470,75,,895,ASP
KLUM,36,44.890201568603516,-91.87069702148438,3.1,3470,75,,893,ASP
KLUX,08,34.50540161,-81.95339966,67.9,4051,75,,697,ASP
KLUX,26,34.50870132,-81.94100189,247.9,4051,75,,693,ASP
KLVJ,14,29.526100158691406,-95.24610137939453,144.7,4313,75,,44,ASP
KLVJ,32,29.51650047302246,-95.23819732666016,324.7,4313,75,,39,ASP
KLVK,07L,37.69390106201172,-121.8290023803711,91,5253,100,,373,ASP
KLVK,25R,37.69380187988281,-121.81099700927734,271,5253,100,,400,ASP
KLVK,07R,37.692501068115234,-121.82499694824219,90.6,2699,75,,379,ASP
KLVK,25L,37.692501068115234,-121.81600189208984,270.6,2699,75,,395,ASP
KLVL,18,36.77870178222656,-77.79450225830078,172.5,3020,50,,329,ASP
KLVL,36,36.77050018310547,-77.79309844970703,352.5,3020,50,,312,ASP
KLVM,04,45.69329833984375,-110.45500183105469,54.7,5701,75,,4646,ASP
KLVM,22,45.70240020751953,-110.43699645996094,234.7,5701,75,,4643,ASP
KLVM,08,45.70159912,-110.4570007,95,3762,125,,4655,GRS
KLVM,26,45.70080185,-110.4420013,275,3762,125,,4647,GRS
KLVM,13,45.70330048,-110.4540024,148.3,2724,120,,4656,GRS
KLVM,31,45.69689941,-110.4489975,328.3,2724,120,,4650,GRS
KLVN,12,44.63040161,-93.23509979,118,4099,75,,960,ASP
KLVN,30,44.62530136,-93.22109985,298,4099,75,,952,ASP
KLVS,02,35.64830017,-105.1470032,35,5006,75,,6866,ASP
KLVS,20,35.65950012,-105.1380005,215,5006,75,,6861,ASP
KLVS,14,35.66429901,-105.1490021,152,8199,75,,6840,ASP
KLVS,32,35.64450073,-105.1360016,332,8199,75,,6877,ASP
KLWA,05,42.3479,-86.260002,44,4800,75,,651,ASP
KLWA,23,42.357399,-86.247803,224,4800,75,500,666,ASP
KLWA,14,42.35219955,-86.26270294,132,3260,190,963,666,GRS
KLWA,32,42.34609985,-86.25370026,312,3260,190,,666,GRS
KLWB,04,37.8504982,-80.40650177,35.3,7003,150,,2288,ASP
KLWB,22,37.86619949,-80.39250183,215.3,7003,150,,2293,ASP
KLWC,01,39.00529861450195,-95.22000122070312,19,3901,75,,832,CON
KLWC,19,39.01539993286133,-95.21549987792969,199,3901,75,,830,CON
KLWC,15,39.01869965,-95.2201004,153,5701,100,,831,ASP
KLWC,33,39.00469971,-95.21109772,333,5701,100,,827,ASP
KLWL,01,41.11640167,-114.9240036,27,2681,140,,5734,GVL
KLWL,19,41.1230011,-114.9189987,207,2681,140,,5711,GVL
KLWL,09,41.117298,-114.931999,101,5508,75,,5708,ASP
KLWL,27,41.114498,-114.913002,281,5508,75,,5769,ASP
KLWM,05,42.71089935,-71.12889862,38,5001,100,,135,ASP
KLWM,23,42.72169876,-71.11740112,218,5001,100,,134,ASP
KLWM,14,42.72119904,-71.12999725,123,3654,100,,119,ASP
KLWM,32,42.71559906,-71.11759949,303,3654,100,,148,ASP
KLWS,08,46.37379837036133,-117.02799987792969,99,6511,150,,1427,ASP
KLWS,26,46.37099838256836,-117.00199890136719,279,6511,150,,1434,ASP
KLWS,12,46.38180161,-117.0240021,131,5003,75,,1370,ASPH-G
KLWS,30,46.37269974,-117.0090027,311,5003,75,,1442,ASPH-G
KLWT,03,47.040401,-109.481003,38,5600,101,,4170,ASP
KLWT,21,47.052502,-109.467003,218,5600,101,,4131,ASP
KLWT,08,47.053001403808594,-109.47000122070312,90,6100,100,,4128,ASP
KLWT,26,47.053001403808594,-109.44499969482422,27,6100,100,,4112,ASP
KLWT,13,47.0518,-109.475998,140,4102,62,,4132,ASP
KLWT,31,47.043201,-109.464996,320,4102,62,,4163,ASP
KLWV,09,38.76760101,-87.61910248,89.4,5198,100,,426,ASP
KLWV,27,38.76779938,-87.60089874,269.4,5198,100,,430,ASP
KLWV,18,38.76800156,-87.60109711,180,5199,100,,430,ASP
KLWV,36,38.75370026,-87.60099792,360,5199,100,,425,ASP
KLXL,13,45.95259857,-94.35109711,131,4010,75,,1119,ASP
KLXL,31,45.94549942,-94.3391037,311,4010,75,,1122,ASP
KLXL,18,45.95360184,-94.34690094,181.3,2858,60,203,1117,GRS
KLXL,36,45.94530106,-94.34719849,1.3,2858,60,,1110,GRS
KLXN,01,40.785301208496094,-99.77539825439453,18.2,3200,250,,2400,GRS
KLXN,19,40.79359817504883,-99.77179718017578,198.2,3200,250,,2406,GRS
KLXN,14,40.797000885009766,-99.783203125,143.1,5489,100,,2413,CON
KLXN,32,40.78499984741211,-99.77130126953125,323.1,5489,100,,2403,CON
KLXV,16,39.22809982299805,-106.31800079345703,170.3,6400,75,,9925,ASP
KLXV,34,39.21080017089844,-106.31500244140625,350.3,6400,75,,9919,ASP
KLXY,18,31.6453,-96.513702,189,5000,75,,544,ASP
KLXY,36,31.634399,-96.5158,9,5000,75,,533,ASP
KLYH,04,37.31790161,-79.2059021,27.8,7100,150,,899,ASP
KLYH,22,37.33200073,-79.19660187,207.8,7100,150,,938,ASP
KLYH,17,37.33409882,-79.20089722,161.1,3386,75,,918,ASP
KLYH,35,37.32529831,-79.19719696,341.1,3386,75,,918,ASP
KLYO,17,38.345501,-98.2286,180,4400,75,,1692,CON
KLYO,35,38.337299,-98.2285,360,4400,75,,1676,CON
KLZD,13,41.82160186767578,-71.9052963256836,120,2700,75,,231,ASPH-G
KLZD,31,41.817901611328125,-71.89669799804688,300,2700,75,,234,ASPH-G
KLZU,07,33.97439957,-83.97119904,64,6001,100,,1061,ASP
KLZU,25,33.9817009,-83.95349884,244,6001,100,,1031,ASP
KLZZ,16,31.11190033,-98.1969986,170.7,4202,75,,1215,ASP
KLZZ,34,31.10050011,-98.19480133,350.7,4202,75,,1157,ASP
KM01,17,35.2057991,-90.05549622,166.5,3799,75,,224,ASP
KM01,35,35.1955986,-90.05249786,346.5,3799,75,,224,ASP
KM04,01,35.57659912,-89.58850098,9,5003,100,,280,ASP
KM04,19,35.59019852,-89.58589935,189,5003,100,,272,ASP
KM05,18,36.17459869,-89.6765976,179,4003,75,,268,ASP
KM05,36,36.16360092,-89.67639923,359,4003,75,,266,ASP
KM08,01,35.20899963,-89.04419708,6.9,5007,75,,490,ASP
KM08,19,35.21989822,-89.04260254,186.9,5007,75,,499,ASP
KM11,17,31.907100677490234,-90.3687973022461,179,3000,75,,,ASP
KM11,35,31.898799896240234,-90.36859893798828,359,3000,75,,,ASP
KM12,18,36.09970093,-89.8585968,180,3984,60,,,ASP
KM12,36,36.08890152,-89.8585968,360,3984,60,,,ASP
KM17,18,37.601600646972656,-93.34739685058594,183,4000,75,,1092,ASP
KM17,36,37.590599060058594,-93.3479995727539,3,4000,75,,,ASP
KM18,04,33.71480179,-93.66950226,48,5301,100,1190,330,CON
KM18,22,33.72510147,-93.65599823,228,5301,100,,351,CON
KM18,16,33.72769928,-93.6568985,167.6,5501,100,,359,CON
KM18,34,33.71289825,-93.6529007,347.6,5501,100,,340,CON
KM20,02,37.3931999206543,-86.26360321044922,23,4000,60,,,ASP
KM20,20,37.40330123901367,-86.2582015991211,203,4000,60,,,ASP
KM21,05,37.2224006652832,-87.16349792480469,55.8,5000,75,,415,ASP
KM21,23,37.230098724365234,-87.14929962158203,235.8,5000,75,400,420,ASP
KM22,02,34.437801361083984,-87.71420288085938,16,5500,75,,688,ASPH-G
KM22,20,34.452301025390625,-87.70909881591797,196,5500,75,500,719,ASPH-G
KM23,13,32.314701080322266,-89.1395034790039,132,3000,75,,369,ASP
KM23,31,32.309200286865234,-89.1322021484375,312,3000,75,,,ASP
KM24,17,30.84740067,-89.16049957,171,3500,75,,,ASP
KM24,35,30.83919907,-89.15899658,351,3500,75,,,ASP
KM25,18,36.7755012512207,-88.58409881591797,184,4627,100,,520,ASP
KM25,36,36.76279830932617,-88.58529663085938,4,4627,100,,520,ASP
KM30,18,37.18840027,-88.75060272,181,4002,75,,383,ASP
KM30,36,37.17739868,-88.7507019,1,4002,75,,373,ASP
KM31,18,35.909698486328125,-89.39779663085938,175.9,4700,75,,,CON
KM31,36,35.89690017700195,-89.39669799804688,355.9,4700,75,,,CON
KM32,01,33.34069824,-91.31729889,13.8,4400,75,,125,ASP
KM32,19,33.35129929,-91.31410217,193.8,4400,75,,123,ASP
KM34,10,37.00939941,-88.30269623,89,3997,100,,,ASP
KM34,28,37.00960159,-88.28900146,269,3997,100,,,ASP
KM36,02,34.87530136,-91.1792984,27,4002,75,250,194,ASP
KM36,20,34.8852005,-91.17350006,207,4002,75,,190,ASP
KM37,18,33.78049850463867,-90.5250015258789,180,3000,60,,137,ASP
KM37,36,33.772300720214844,-90.5250015258789,360,3000,60,,133,ASP
KM40,18,33.88059998,-88.48880005,186.2,4999,75,,225,ASP
KM40,36,33.8669014,-88.49060059,6.2,4999,75,,223,ASP
KM41,18,34.80879974,-89.52120209,179.1,3202,60,,518,ASP
KM41,36,34.79999924,-89.52100372,359.1,3202,60,,553,ASP
KM43,12,31.59770012,-89.91079712,123,3197,60,,448,ASP
KM43,30,31.59289932,-89.90209961,303,3197,60,,454,ASP
KM44,03,33.88270187,-89.02559662,29,4400,75,,329,ASP
KM44,21,33.89170074,-89.01940155,209,4400,75,,337,ASP
KM46,06,45.85100173950195,-106.71900177001953,75,5100,75,,3426,ASP
KM46,24,45.854698181152344,-106.69999694824219,255,5100,75,,3382,ASP
KM48,16,37.333900451660156,-91.9761962890625,170,3500,60,,,CON
KM48,34,37.324501037597656,-91.9740982055664,350,3500,60,,,CON
KM51,13,33.5004997253418,-88.68450164794922,138,2700,150,,,GRS
KM51,31,33.494998931884766,-88.67849731445312,318,2700,150,,,GRS
KM51,18,33.500301361083984,-88.68090057373047,184,2200,150,,,GRS
KM51,36,33.494300842285156,-88.681396484375,4,2200,150,,,GRS
KM53,04,35.79840087890625,-88.87979888916016,46,4003,75,,407,ASP
KM53,22,35.805999755859375,-88.87010192871094,226,4003,75,,421,ASP
KM54,01,36.18370056152344,-86.31739807128906,6.6,5000,100,402,589,ASP
KM54,19,36.19729995727539,-86.31549835205078,186.6,5000,100,500,550,ASP
KM54,04,36.188499450683594,-86.31580352783203,46.3,1801,150,,568,GRS
KM54,22,36.19200134277344,-86.3114013671875,226.3,1801,150,600,565,GRS
KM55,17,33.85150146484375,-88.11689758300781,165,3613,75,,463,ASPH-F
KM55,35,33.84189987182617,-88.11399841308594,345,3613,75,,457,ASPH-F
KM56,8W,48.092258,-90.75235,80,6000,100,,1545,WAT
KM56,26W,48.095223,-90.728204,260,6000,100,,1545,WAT
KM59,18,31.321500778198242,-88.93499755859375,180,3000,60,,,ASP
KM59,36,31.31329917907715,-88.93499755859375,360,3000,60,,,ASP
KM60,09,35.27199935913086,-91.27670288085938,91,3797,75,,198,ASP
KM60,27,35.27180099487305,-91.26399993896484,271,3797,75,,198,ASP
KM70,18,36.25099945,-90.95510101,180.8,4000,75,,271,ASP
KM70,36,36.24000168,-90.95529938,0.8,4000,75,,271,ASP
KM71,09,38.90190124511719,-90.96600341796875,92,3227,50,,529,ASP
KM71,27,38.9015998840332,-90.95469665527344,272,3227,50,,559,ASP
KM72,18,34.55440139770508,-89.0248031616211,176,3903,75,,,ASPH-G
KM72,36,34.543701171875,-89.02400207519531,356,3903,75,,,ASPH-G
KM75,08,48.36589813232422,-107.92900085449219,84.7,4500,75,,2254,ASP
KM75,26,48.367000579833984,-107.91000366210938,264.7,4500,75,,2253,ASP
KM77,01,33.9917984,-93.83940125,12,3994,75,117,,ASP
KM77,19,34.00170135,-93.8368988,192,3994,75,,540,ASP
KM78,04,34.3302002,-92.76439667,38,3188,60,178,536,ASP
KM78,22,34.33599854,-92.75900269,218,3188,60,,533,ASP
KM79,09,32.485599517822266,-91.77230072021484,92,2200,100,,,GRS
KM79,27,32.48540115356445,-91.76509857177734,272,2200,100,,,GRS
KM79,18,32.49079895,-91.77210236,181.9,3998,75,1200,82,ASP
KM79,36,32.47980118,-91.77259827,1.9,3998,75,,82,ASP
KM83,18,33.589298248291016,-88.6666030883789,180,3850,75,392,205,ASP
KM83,36,33.57870101928711,-88.66670227050781,360,3850,75,,203,ASP
KM85,15,36.449100494384766,-89.90769958496094,150.1,4504,58,,267,ASP
KM85,33,36.43840026855469,-89.9000015258789,330.1,4504,58,,269,ASP
KM91,04,36.53139877,-86.9253006,33.6,5505,100,,700,ASP
KM91,22,36.54290009,-86.91600037,213.6,5505,100,,707,ASP
KM93,08,36.315399169921875,-87.92150115966797,72,3000,75,,,ASP
KM93,26,36.31800079345703,-87.91179656982422,252,3000,75,210,,ASP
KM95,18,33.71889877319336,-87.814697265625,182,4899,80,309,364,ASP
KM95,36,33.70539855957031,-87.81529998779297,2,4899,80,,336,ASP
KMAC,10,32.823002,-83.570999,102,4694,100,255,413,ASP
KMAC,28,32.821602,-83.555801,282,4694,100,254,415,ASP
KMAE,07,36.9833984375,-120.11900329589844,90,3702,150,,244,ASP
KMAE,25,36.9833984375,-120.10700225830078,270,3702,150,,253,ASP
KMAE,12,36.99399948120117,-120.11900329589844,135,5545,150,,249,ASP
KMAE,30,36.98320007324219,-120.10600280761719,315,5545,150,,253,ASP
KMAF,04,31.931699752807617,-102.2040023803711,54,4605,75,,2850,ASP
KMAF,22,31.939199447631836,-102.19200134277344,234,4605,75,,2853,ASP
KMAF,10,31.947599411010742,-102.21600341796875,114,8302,150,,2869,ASP
KMAF,28,31.938499450683594,-102.19200134277344,294,8302,150,691,2854,ASP
KMAF,16L,31.946500778198242,-102.1969985961914,177,4247,100,,2863,ASP
KMAF,34R,31.934600830078125,-102.1969985961914,357,4247,100,,2846,ASP
KMAF,16R,31.959400177001953,-102.20600128173828,175,9501,150,,2871,ASP
KMAF,34L,31.933399200439453,-102.2030029296875,355,9501,150,,2850,ASP
KMAI,08,30.84059906,-85.18579865,82,4763,100,,110,ASPH-P
KMAI,26,30.84250069,-85.17040253,262,4763,100,,109,ASPH-P
KMAI,18,30.840799,-85.185699,180,6001,100,,109,ASPH
KMAL,05,44.84749985,-74.33529663,37.9,3994,100,,790,ASP
KMAL,23,44.85609818,-74.32579803,217.9,3994,100,,790,ASP
KMAL,14,44.85390091,-74.3289032,128.1,3250,75,,,ASP
KMAL,32,44.84830093,-74.31890106,308.1,3250,75,,,ASP
KMAO,04,34.17610168,-79.33889771,34.6,4505,100,,92,ASP
KMAO,22,34.18629837,-79.33049774,214.6,4505,100,,90,ASP
KMAW,14,36.60079956,-89.99759674,136,5001,80,,292,ASPH-G
KMAW,32,36.59090042,-89.98570251,316,5001,80,,291,ASPH-G
KMAW,18,36.60739899,-89.99340057,180.6,5010,100,,294,ASP
KMAW,36,36.59370041,-89.99359894,0.6,5010,100,,292,ASP
KMBG,12,45.55009842,-100.4150009,126.8,4410,75,,1702,ASP
KMBG,30,45.54290009,-100.401001,306.8,4410,75,,1699,ASP
KMBG,17,45.54940033,-100.4029999,180,2387,250,,1715,GRS
KMBG,35,45.5428009,-100.4029999,360,2387,250,,1691,GRS
KMBL,10,44.2728,-86.254799,91,5501,100,,616,ASP
KMBL,28,44.2724,-86.233803,271,5501,100,,621,ASP
KMBO,17,32.444801330566406,-90.10369873046875,175,4444,75,,326,ASP
KMBO,35,32.43259811401367,-90.10250091552734,355,4444,75,200,326,ASP
KMBS,05,43.526798248291016,-84.08920288085938,45.5,8002,150,,666,ASP
KMBS,23,43.542198181152344,-84.06759643554688,225.5,8002,150,,650,ASP
KMBS,14,43.53720093,-84.08950043,135.7,6399,150,,668,ASP
KMBS,32,43.52470016,-84.07260132,315.7,6399,150,,660,ASP
KMBT,18,35.88280106,-86.37729645,183,4750,100,,600,ASP
KMBT,36,35.87210083,-86.37779999,3,4750,100,,615,ASP
KMBY,05,39.46200180053711,-92.43250274658203,53,3350,60,,867,ASP
KMBY,23,39.467498779296875,-92.4229965209961,233,3350,60,,860,ASP
KMBY,13,39.46689987,-92.43229675,130,5000,75,,862,ASP
KMBY,31,39.45940018,-92.42060089,310,5000,75,,864,ASP
KMCB,16,31.1847,-90.475197,156,5000,100,,413,ASP
KMCB,34,31.172199,-90.468597,336,5000,100,,389,ASP
KMCC,16,38.68220139,-121.401001,179.7,10599,150,,75,CON
KMCC,34,38.65309906,-121.401001,359.7,10599,150,,70,CON
KMCD,08,45.86370086669922,-84.64399719238281,75.3,3501,75,,725,ASP
KMCD,26,45.8661994934082,-84.63069915771484,255.3,3501,75,,738,ASP
KMCE,12,37.29079819,-120.5210037,138.6,5914,150,,155,ASP
KMCE,30,37.27870178,-120.5070038,318.6,5914,150,,155,ASP
KMCF,04,27.837400436401367,-82.53269958496094,40.5,11421,151,,8,ASP
KMCF,22,27.861299514770508,-82.50969696044922,220.5,11421,151,,14,ASP
KMCI,01L,39.29330062866211,-94.72930145263672,12.9,10801,150,,1011,CON
KMCI,19R,39.322200775146484,-94.7208023071289,192.9,10801,150,,977,CON
KMCI,01R,39.28150177001953,-94.70899963378906,12.9,9500,150,,1016,CON
